,User,Tweet,paper_text_processed,paper_text_processed_filtered
151,AIReDaily,"The Singapore College Of Insurance  is organising the first-ever ASEAN research hackathon on green insurance and sustainable risk management, in collaboration with the @AICSecretariat.

Register your interest today: https://t.co/YUyQsVY7mS https://t.co/JHg94Act1K","the singapore college of insurance  is organising the first-ever asean research hackathon on green insurance and sustainable risk management, in collaboration with the @aicsecretariat.

register your interest today:  ","singapore college insurance  organising first-ever asean research hackathon green insurance sustainable risk management, collaboration @aicsecretariat.

register interest today:  "
152,AdeccoSingapore,"SHRI HR Hackathon's mentorship session with Adecco's Justin and students from Temasek Poly and Singapore Poly were indeed thoughtfully interesting and enriching!! Setting the stage for the future of HR! 😀
#AdeccoSG #SHRI #HR #Hackathon #employeeengagement #mentoring https://t.co/SeHg2GiDGG","shri hr hackathon's mentorship session with adecco's justin and students from temasek poly and singapore poly were indeed thoughtfully interesting and enriching!! setting the stage for the future of hr! 😀
#adeccosg #shri #hr #hackathon #employeeengagement #mentoring ","shri hr hackathon's mentorship session adecco's justin student temasek poly singapore poly indeed thoughtfully interesting enriching!! setting stage future hr! 😀
#adeccosg #shri #hr #hackathon #employeeengagement #mentoring "
153,AICSecretariat,"In collaboration with the Singapore College of Insurance, the ASEAN Insurance Council proudly presents you ‘The ASEAN Green Research Hackathon on Green Insurance and Sustainable Risk Management’, commencing on the 1st of September 2021. https://t.co/DJ21qrdXxJ","in collaboration with the singapore college of insurance, the asean insurance council proudly presents you ‘the asean green research hackathon on green insurance and sustainable risk management’, commencing on the 1st of september 2021. ","collaboration singapore college insurance, asean insurance council proudly present ‘the asean green research hackathon green insurance sustainable risk management’, commencing 1st september 2021. "
154,SingaporeCourts,"DBS, the Singapore Judiciary and MCI have jointly organised the ‘Hackathon for a Better World’ 2021 to generate innovative solutions to counter growing trends of online harms. Click here to read more: https://t.co/enVrv1vTu8 and watch the recording https://t.co/BNjVEJHx5U here! https://t.co/U77Z3xW8Tq","dbs, the singapore judiciary and mci have jointly organised the ‘hackathon for a better world’ 2021 to generate innovative solutions to counter growing trends of online harms. click here to read more:  and watch the recording  here! ","dbs, singapore judiciary mci jointly organised ‘hackathon better world’ 2021 generate innovative solution counter growing trend online harms. click read more:  watch recording  here! "
155,AIReDaily,"The Singapore College of Insurance (#SCI) is organising the first-ever #ASEAN research #hackathon on green #insurance and sustainable risk management, in collaboration with the @AICSecretariat. Registration to take part in the event is now open.

#SCIHACK

https://t.co/FGt2nZUF5t","the singapore college of insurance (#sci) is organising the first-ever #asean research #hackathon on green #insurance and sustainable risk management, in collaboration with the @aicsecretariat. registration to take part in the event is now open.

#scihack

","singapore college insurance (#sci) organising first-ever #asean research #hackathon green #insurance sustainable risk management, collaboration @aicsecretariat. registration take part event open.

#scihack

"
156,SniffOutStocks,"DBS : Singapore Judiciary, Ministry of Communications and Information launch community hackathon to counter growing trend of online harms https://t.co/eZ6RCg3HOJ https://t.co/MHyTaUeG2z","dbs : singapore judiciary, ministry of communications and information launch community hackathon to counter growing trend of online harms  ","db : singapore judiciary, ministry communication information launch community hackathon counter growing trend online harm  "
157,0xjitsu,"Great hackathon project!

Partner up with Singapore, Malta, Estonia and Switzerland too!

Did I miss any other techno-progressive places?

Thanks @balajis @beondeck for making this happen! 🔥 https://t.co/ME0C00oD5N","great hackathon project!

partner up with singapore, malta, estonia and switzerland too!

did i miss any other techno-progressive places?

thanks @balajis @beondeck for making this happen! 🔥 ","great hackathon project!

partner singapore, malta, estonia switzerland too!

did miss techno-progressive places?

thanks @balajis @beondeck making happen! 🔥 "
158,TeravisionTech,"Hello, more fun facts are coming your way. Did you know that @Carousell, a multinacional marketplace app based in Singapore was developed during a #Hackathon? It's also valued at over $800 million, how crazy is that?!

https://t.co/ClLtCKqdYk https://t.co/UOWdFDMj0j","hello, more fun facts are coming your way. did you know that @carousell, a multinacional marketplace app based in singapore was developed during a #hackathon? it's also valued at over $800 million, how crazy is that?!

 ","hello, fun fact coming way. know @carousell, multinacional marketplace app based singapore wa developed #hackathon? also valued $800 million, crazy that?!

 "
159,jameschen113,AHUG Hackathon: Cloud Hackathon for Arm-based HPC just kicked off at 9am Singapore time. #ahughackathon @boofla @OllyPerksHPC,ahug hackathon: cloud hackathon for arm-based hpc just kicked off at 9am singapore time. #ahughackathon @boofla @ollyperkshpc,ahug hackathon: cloud hackathon arm-based hpc kicked 9am singapore time. #ahughackathon @boofla @ollyperkshpc
160,toolglobal,"We have invited Maruf Ahmed from Government Blockchain Association (GBA), who will be sharing the topic on Cyber Incident Management. 

It will be the LAST SESSION for the WHOLE HACKATHON EVENT! Don't miss it!

See you guys later at 7PM (Singapore Time)!
https://t.co/Tx6WkkXFQ6 https://t.co/E5KYDT8ohE","we have invited maruf ahmed from government blockchain association (gba), who will be sharing the topic on cyber incident management. 

it will be the last session for the whole hackathon event! don't miss it!

see you guys later at 7pm (singapore time)!
 ","invited maruf ahmed government blockchain association (gba), sharing topic cyber incident management. 

it last session whole hackathon event! miss it!

see guy later 7pm (singapore time)!
 "
161,toolglobal,"GOOD MORNING! For DAY 2 of TOOL Global Hackathon 2021, we have invited John Lim from Meet Ventures who will be sharing the topic of “Partnerships in the Blockchain Ecosystem”.

The event will be held online at 9AM (Singapore Time). 

See you guys later!  
https://t.co/Tx6WkkG4Yy https://t.co/SosEFLixx7","good morning! for day 2 of tool global hackathon 2021, we have invited john lim from meet ventures who will be sharing the topic of “partnerships in the blockchain ecosystem”.

the event will be held online at 9am (singapore time). 

see you guys later!  
 ","good morning! day 2 tool global hackathon 2021, invited john lim meet venture sharing topic “partnerships blockchain ecosystem”.

the event held online 9am (singapore time). 

see guy later!  
 "
162,DickyAtSAS,"Proud to highlight that Singapore's Nanyang Polytechnic has been crowned regional winner of SAS Hackathon under the Asia Pacific category in our SAS Hackathon 2021, for developing an AI-powered system benefiting the manufacturing sector. https://t.co/bV7y6lLVmo","proud to highlight that singapore's nanyang polytechnic has been crowned regional winner of sas hackathon under the asia pacific category in our sas hackathon 2021, for developing an ai-powered system benefiting the manufacturing sector. ","proud highlight singapore's nanyang polytechnic ha crowned regional winner sa hackathon asia pacific category sa hackathon 2021, developing ai-powered system benefiting manufacturing sector. "
163,toolglobal,"In the Day 2 event schedule, we have speakers from Huobi, Meet Ventures, Singapore Bitcoin Club, GBA, and Institute of Blockchain who will share more insights about the crypto space!  
---
#toolglobal #hackathon #Blockchain https://t.co/rmIGACyxtX","in the day 2 event schedule, we have speakers from huobi, meet ventures, singapore bitcoin club, gba, and institute of blockchain who will share more insights about the crypto space!  
---
#toolglobal #hackathon #blockchain ","day 2 event schedule, speaker huobi, meet ventures, singapore bitcoin club, gba, institute blockchain share insight crypto space!  
---
#toolglobal #hackathon #blockchain "
164,sam_poder,Singapore got a ton of hackathon organisers to run the COVID-19 recovery (/s) and it's honestly great! https://t.co/9q9YFcMbQa,singapore got a ton of hackathon organisers to run the covid-19 recovery (/s) and it's honestly great! ,singapore got ton hackathon organiser run covid-19 recovery (/s) honestly great! 
165,webnowcompany,"The multi-stage DAO1 International Blockchain Hackathon commences on June 18, 2021.&amp;#160; June 16, 2021, Singapore: The community-led socio economic blockc...Read more: https://t.co/u5UB5BxYQs","the multi-stage dao1 international blockchain hackathon commences on june 18, 2021.&amp;#160; june 16, 2021, singapore: the community-led socio economic blockc...read more: ","multi-stage dao1 international blockchain hackathon commences june 18, 2021.&amp;#160; june 16, 2021, singapore: community-led socio economic blockc...read more: "
166,webnowcompany,"The multi-stage DAO1 International Blockchain Hackathon commences on June 18, 2021.&amp;#160; June 16, 2021, Singapore: The community-led socio economic blockc...Read more: https://t.co/u5UB5BgnrS","the multi-stage dao1 international blockchain hackathon commences on june 18, 2021.&amp;#160; june 16, 2021, singapore: the community-led socio economic blockc...read more: ","multi-stage dao1 international blockchain hackathon commences june 18, 2021.&amp;#160; june 16, 2021, singapore: community-led socio economic blockc...read more: "
167,medtechactuator,The MedTech Actuator is proud to sponsor this year’s Beyond! Health Hack ‘21 – Singapore's largest student #healthcare hackathon – &amp; have our GM Singapore Joshua Lim serve as a steering committee member &amp; judge https://t.co/XWm0pQY9Gj #innovation #Singapore #entrepreneurship,the medtech actuator is proud to sponsor this year’s beyond! health hack ‘21 – singapore's largest student #healthcare hackathon – &amp; have our gm singapore joshua lim serve as a steering committee member &amp; judge  #innovation #singapore #entrepreneurship,medtech actuator proud sponsor year’s beyond! health hack ‘21 – singapore's largest student #healthcare hackathon – &amp; gm singapore joshua lim serve steering committee member &amp; judge  #innovation #singapore #entrepreneurship
